TransactionID;Date;Time;CustomerID;Age;Gender;Location;StoreID;OnlineOrderFlag;ProductID;ProductName;Category;Quantity;UnitPrice;TotalPrice;PaymentType;PromotionApplied;DiscountAmount;Total Sales;GiftWrap;ShippingMethod;DeliveryTime;Weather;Event;CustomerSatisfaction;ReturnFlag
4370;14.11.2020;01:05:31;55;59;Male;City_13;91;FALSCH;441;Clothing_Product;Clothing;5;16,32797149;81,63985743;Online Payment;WAHR;8,163985743;73,475871687;FALSCH;;;Sunny;Black Friday;4;WAHR
4371;18.11.2018;02:58:59;265;26;Other;City_9;;WAHR;617;Clothing_Product;Clothing;5;50,04675666;250,2337833;Cash;FALSCH;0;250,2337833;FALSCH;Standard;2;Sunny;Christmas Market;3;WAHR
4372;22.12.2021;21:02:27;484;24;Other;City_18;11;FALSCH;621;Toys_Product;Toys;4;90,59295867;362,3718347;Debit Card;FALSCH;36,23718347;326,13465123;FALSCH;;;Sunny;Black Friday;5;WAHR
4373;04.11.2021;19:48:01;88;61;Male;City_16;;WAHR;634;Electronics_Product;Electronics;1;80,03486578;80,03486578;Cash;FALSCH;8,003486578;72,031379202;WAHR;Standard;2;Snowy;Black Friday;1;FALSCH
4374;24.11.2020;12:07:48;132;18;Female;City_1;24;FALSCH;656;Clothing_Product;Clothing;2;66,30450693;132,6090139;Debit Card;FALSCH;13,26090139;119,34811251;WAHR;;;Snowy;Black Friday;2;WAHR
4375;15.11.2020;17:48:35;64;21;Male;City_1;;WAHR;770;Clothing_Product;Clothing;5;99,37019235;496,8509618;Cash;FALSCH;49,68509618;447,16586562;WAHR;Overnight;1;Rainy;Black Friday;4;WAHR
4376;22.11.2018;18:26:45;428;25;Male;City_11;;WAHR;660;Electronics_Product;Electronics;2;87,18464841;174,3692968;Cash;WAHR;17,43692968;156,93236712;FALSCH;Express;1;Snowy;Black Friday;2;WAHR
4377;09.12.2018;22:24:13;398;66;Male;City_9;8;FALSCH;431;Clothing_Product;Clothing;3;59,41841298;178,2552389;Credit Card;FALSCH;0;178,2552389;WAHR;;;Rainy;Christmas Market;4;WAHR
4378;11.11.2019;05:47:57;210;61;Female;City_3;;WAHR;199;Decorations_Product;Decorations;3;27,91314304;83,73942912;Credit Card;WAHR;0;83,73942912;FALSCH;Express;5;Snowy;None;4;FALSCH
4379;23.12.2023;00:18:18;123;21;Female;City_2;;WAHR;389;Toys_Product;Toys;4;86,14956609;344,5982643;Debit Card;WAHR;0;344,5982643;FALSCH;Express;4;Sunny;Christmas Market;1;WAHR
4380;16.12.2020;06:18:03;124;54;Other;City_5;94;FALSCH;817;Food_Product;Food;2;55,66060394;111,3212079;Online Payment;WAHR;0;111,3212079;FALSCH;;;Sunny;Christmas Market;1;FALSCH
4381;24.11.2020;09:49:27;329;63;Other;City_3;85;FALSCH;129;Electronics_Product;Electronics;2;62,23925433;124,4785087;Online Payment;WAHR;12,44785087;112,03065783;FALSCH;;;Snowy;Black Friday;5;WAHR
4382;08.12.2022;01:49:31;194;60;Male;City_18;80;FALSCH;767;Toys_Product;Toys;4;42,72105553;170,8842221;Credit Card;FALSCH;0;170,8842221;WAHR;;;Snowy;None;5;FALSCH
4383;21.11.2019;20:19:45;408;46;Female;City_4;90;FALSCH;741;Food_Product;Food;2;23,81957382;47,63914764;Online Payment;FALSCH;0;47,63914764;WAHR;;;Snowy;None;5;FALSCH
4384;06.12.2023;16:38:36;297;21;Male;City_13;;WAHR;681;Decorations_Product;Decorations;2;14,49679408;28,99358817;Online Payment;FALSCH;2,899358817;26,094229353;WAHR;Overnight;5;Rainy;Black Friday;1;FALSCH
4385;28.12.2018;10:28:41;338;47;Other;City_7;9;FALSCH;836;Clothing_Product;Clothing;1;96,09104396;96,09104396;Cash;FALSCH;0;96,09104396;FALSCH;;;Snowy;None;3;FALSCH
4386;26.12.2018;21:11:38;136;45;Female;City_3;87;FALSCH;892;Clothing_Product;Clothing;4;41,61224598;166,4489839;Credit Card;FALSCH;0;166,4489839;FALSCH;;;Sunny;None;4;FALSCH
4387;25.11.2019;15:02:35;58;51;Other;City_2;86;FALSCH;978;Decorations_Product;Decorations;2;46,97910916;93,95821832;Debit Card;WAHR;9,395821832;84,562396488;WAHR;;;Snowy;Black Friday;5;WAHR
4388;10.12.2022;09:55:21;15;53;Other;City_8;6;FALSCH;315;Food_Product;Food;2;11,40199185;22,8039837;Online Payment;WAHR;0;22,8039837;FALSCH;;;Sunny;Christmas Market;3;FALSCH
4389;23.11.2020;10:39:15;110;28;Male;City_2;34;FALSCH;319;Toys_Product;Toys;2;77,31086282;154,6217256;Credit Card;FALSCH;15,46217256;139,15955304;FALSCH;;;Rainy;Black Friday;4;WAHR
4390;10.12.2021;13:33:50;194;38;Male;City_11;;WAHR;107;Electronics_Product;Electronics;2;70,16526789;140,3305358;Cash;FALSCH;0;140,3305358;FALSCH;Express;3;Snowy;Christmas Market;2;WAHR
4391;31.12.2022;08:50:50;22;44;Male;City_17;71;FALSCH;454;Decorations_Product;Decorations;2;75,10474679;150,2094936;Credit Card;WAHR;15,02094936;135,18854424;WAHR;;;Snowy;Black Friday;2;FALSCH
4392;26.12.2022;19:59:23;423;30;Other;City_6;96;FALSCH;381;Decorations_Product;Decorations;4;31,94147907;127,7659163;Online Payment;FALSCH;12,77659163;114,98932467;FALSCH;;;Snowy;Black Friday;2;WAHR
4393;12.11.2018;05:26:10;204;23;Other;City_13;39;FALSCH;911;Toys_Product;Toys;5;17,30589646;86,5294823;Debit Card;WAHR;0;86,5294823;FALSCH;;;Rainy;Christmas Market;5;FALSCH
4394;24.11.2020;03:01:52;265;54;Male;City_9;98;FALSCH;939;Food_Product;Food;5;26,18039847;130,9019924;Credit Card;WAHR;13,09019924;117,81179316;WAHR;;;Snowy;Black Friday;1;FALSCH
4395;11.12.2021;03:44:36;384;30;Male;City_2;22;FALSCH;871;Clothing_Product;Clothing;5;39,6614818;198,307409;Cash;WAHR;19,8307409;178,4766681;FALSCH;;;Rainy;Black Friday;3;WAHR
4396;04.11.2018;07:10:20;309;36;Male;City_3;42;FALSCH;264;Electronics_Product;Electronics;1;49,75941686;49,75941686;Cash;WAHR;4,975941686;44,783475174;FALSCH;;;Snowy;Black Friday;4;FALSCH
4397;12.12.2018;10:29:56;353;28;Male;City_19;89;FALSCH;991;Clothing_Product;Clothing;4;10,90946724;43,63786897;Online Payment;WAHR;0;43,63786897;WAHR;;;Rainy;Christmas Market;1;WAHR
4398;12.12.2021;03:55:53;166;58;Female;City_15;45;FALSCH;160;Electronics_Product;Electronics;5;48,66178762;243,3089381;Cash;FALSCH;0;243,3089381;FALSCH;;;Sunny;Christmas Market;4;WAHR
4399;06.11.2019;03:11:06;171;43;Female;City_18;;WAHR;577;Electronics_Product;Electronics;3;88,78608268;266,358248;Cash;FALSCH;0;266,358248;WAHR;Overnight;4;Sunny;None;4;FALSCH
4400;20.12.2018;18:45:32;54;62;Other;City_11;53;FALSCH;792;Decorations_Product;Decorations;4;26,37958113;105,5183245;Credit Card;WAHR;0;105,5183245;FALSCH;;;Rainy;None;5;FALSCH
4401;20.11.2021;23:43:30;171;53;Female;City_3;;WAHR;244;Food_Product;Food;3;77,05207569;231,1562271;Cash;FALSCH;23,11562271;208,04060439;WAHR;Express;3;Sunny;Black Friday;5;WAHR
4402;09.12.2021;06:20:42;148;70;Male;City_12;;WAHR;127;Decorations_Product;Decorations;5;19,13330985;95,66654927;Cash;WAHR;9,566654927;86,099894343;FALSCH;Standard;2;Snowy;Black Friday;3;FALSCH
4403;20.12.2019;04:21:36;59;32;Female;City_14;21;FALSCH;299;Toys_Product;Toys;2;35,55388317;71,10776634;Online Payment;WAHR;0;71,10776634;FALSCH;;;Sunny;Christmas Market;2;FALSCH
4404;19.12.2023;00:00:14;118;27;Female;City_20;30;FALSCH;945;Clothing_Product;Clothing;1;99,57515106;99,57515106;Credit Card;FALSCH;0;99,57515106;WAHR;;;Snowy;Christmas Market;1;WAHR
4405;31.12.2019;04:58:34;453;67;Other;City_9;9;FALSCH;568;Decorations_Product;Decorations;1;43,47884188;43,47884188;Cash;FALSCH;0;43,47884188;WAHR;;;Snowy;Christmas Market;5;WAHR
4406;09.12.2018;23:42:35;230;46;Other;City_9;47;FALSCH;312;Decorations_Product;Decorations;2;15,0323059;30,0646118;Online Payment;FALSCH;3,00646118;27,05815062;WAHR;;;Rainy;Black Friday;4;WAHR
4407;07.12.2019;11:50:48;173;25;Other;City_8;84;FALSCH;459;Clothing_Product;Clothing;1;62,24079306;62,24079306;Debit Card;WAHR;0;62,24079306;FALSCH;;;Rainy;None;1;WAHR
4408;09.12.2019;08:13:09;470;29;Male;City_19;;WAHR;299;Food_Product;Food;1;15,3775062;15,3775062;Credit Card;FALSCH;0;15,3775062;FALSCH;Overnight;5;Snowy;Christmas Market;3;FALSCH
4409;25.12.2018;02:26:37;326;62;Other;City_2;;WAHR;722;Electronics_Product;Electronics;3;50,34982094;151,0494628;Debit Card;WAHR;15,10494628;135,94451652;WAHR;Standard;1;Snowy;Black Friday;2;WAHR
4410;15.11.2019;08:54:45;351;30;Other;City_2;30;FALSCH;830;Electronics_Product;Electronics;5;49,20863746;246,0431873;Credit Card;FALSCH;24,60431873;221,43886857;FALSCH;;;Sunny;Black Friday;3;WAHR
4411;05.11.2021;20:47:06;172;22;Other;City_2;;WAHR;368;Decorations_Product;Decorations;1;42,76885262;42,76885262;Online Payment;FALSCH;0;42,76885262;WAHR;Express;3;Rainy;Christmas Market;2;WAHR
4412;05.12.2021;23:15:46;214;29;Male;City_8;;WAHR;250;Decorations_Product;Decorations;4;96,59093523;386,3637409;Debit Card;FALSCH;0;386,3637409;FALSCH;Overnight;5;Snowy;None;1;FALSCH
4413;20.12.2018;15:24:16;390;58;Female;City_4;80;FALSCH;174;Food_Product;Food;1;89,36063049;89,36063049;Online Payment;FALSCH;0;89,36063049;FALSCH;;;Sunny;Christmas Market;5;FALSCH
4414;25.11.2019;14:20:05;390;62;Male;City_8;26;FALSCH;457;Electronics_Product;Electronics;4;14,82757413;59,31029653;Credit Card;FALSCH;5,931029653;53,379266877;FALSCH;;;Snowy;Black Friday;1;WAHR
4415;21.11.2018;19:59:57;43;28;Male;City_10;91;FALSCH;599;Electronics_Product;Electronics;1;61,18810657;61,18810657;Cash;FALSCH;6,118810657;55,069295913;WAHR;;;Snowy;Black Friday;4;FALSCH
4416;04.12.2021;17:49:51;407;61;Other;City_11;;WAHR;313;Food_Product;Food;3;97,9878209;293,9634627;Online Payment;FALSCH;29,39634627;264,56711643;WAHR;Express;3;Sunny;Black Friday;4;WAHR
4417;19.11.2020;20:25:49;425;45;Male;City_10;81;FALSCH;188;Toys_Product;Toys;3;91,77663396;275,3299019;Debit Card;FALSCH;0;275,3299019;WAHR;;;Rainy;None;3;WAHR
4418;05.11.2022;21:07:07;292;48;Male;City_1;12;FALSCH;405;Toys_Product;Toys;1;46,8542925;46,8542925;Debit Card;FALSCH;4,68542925;42,16886325;WAHR;;;Snowy;Black Friday;3;WAHR
4419;25.11.2023;15:12:53;53;70;Male;City_17;;WAHR;239;Food_Product;Food;5;56,93860006;284,6930003;Online Payment;FALSCH;28,46930003;256,22370027;WAHR;Overnight;4;Sunny;Black Friday;1;WAHR
4420;06.12.2020;15:50:28;467;43;Female;City_16;11;FALSCH;571;Clothing_Product;Clothing;2;48,42467825;96,84935649;Cash;FALSCH;9,684935649;87,164420841;FALSCH;;;Sunny;Black Friday;5;WAHR
4421;15.11.2019;14:58:31;196;63;Male;City_2;;WAHR;771;Food_Product;Food;1;55,5548304;55,5548304;Online Payment;WAHR;5,55548304;49,99934736;WAHR;Standard;4;Sunny;Black Friday;2;WAHR
4422;16.12.2019;09:48:36;314;56;Male;City_9;;WAHR;591;Decorations_Product;Decorations;1;90,63670231;90,63670231;Online Payment;WAHR;9,063670231;81,573032079;WAHR;Overnight;5;Rainy;Black Friday;2;WAHR
4423;07.11.2019;23:45:05;377;40;Other;City_4;9;FALSCH;810;Electronics_Product;Electronics;4;17,30512362;69,22049449;Cash;FALSCH;0;69,22049449;FALSCH;;;Sunny;Christmas Market;4;WAHR
4424;10.12.2022;13:09:50;215;32;Male;City_14;;WAHR;375;Clothing_Product;Clothing;3;11,92067361;35,76202083;Credit Card;WAHR;0;35,76202083;FALSCH;Express;3;Sunny;None;2;FALSCH
4425;02.11.2021;16:49:21;3;33;Other;City_18;;WAHR;960;Clothing_Product;Clothing;2;28,59295406;57,18590812;Cash;WAHR;0;57,18590812;FALSCH;Express;2;Rainy;Christmas Market;3;WAHR
4426;15.12.2021;02:21:05;278;51;Other;City_6;;WAHR;798;Food_Product;Food;3;12,35302694;37,05908083;Online Payment;WAHR;0;37,05908083;WAHR;Standard;2;Snowy;None;1;FALSCH
4427;30.11.2019;11:34:37;54;34;Other;City_12;74;FALSCH;159;Decorations_Product;Decorations;3;13,31207981;39,93623943;Online Payment;FALSCH;0;39,93623943;FALSCH;;;Rainy;None;4;FALSCH
4428;07.12.2019;10:53:04;435;52;Male;City_10;71;FALSCH;918;Toys_Product;Toys;4;81,0034685;324,013874;Online Payment;FALSCH;0;324,013874;FALSCH;;;Snowy;Christmas Market;1;WAHR
4429;17.12.2023;02:37:00;32;68;Male;City_20;;WAHR;376;Electronics_Product;Electronics;1;74,37585794;74,37585794;Online Payment;FALSCH;7,437585794;66,938272146;FALSCH;Express;3;Snowy;Black Friday;4;FALSCH
4430;14.11.2023;07:26:38;473;54;Female;City_10;;WAHR;178;Decorations_Product;Decorations;3;32,3154307;96,9462921;Credit Card;WAHR;0;96,9462921;WAHR;Standard;3;Snowy;None;3;FALSCH
4431;20.11.2021;10:48:40;259;58;Male;City_19;87;FALSCH;717;Clothing_Product;Clothing;1;88,59249755;88,59249755;Online Payment;WAHR;0;88,59249755;WAHR;;;Snowy;Christmas Market;2;WAHR
4432;25.12.2018;14:08:08;56;30;Other;City_14;;WAHR;909;Food_Product;Food;5;56,99534562;284,9767281;Credit Card;FALSCH;28,49767281;256,47905529;WAHR;Overnight;1;Rainy;Black Friday;5;FALSCH
4433;16.12.2021;06:58:10;331;29;Other;City_8;;WAHR;344;Electronics_Product;Electronics;4;51,38210996;205,5284398;Debit Card;WAHR;0;205,5284398;WAHR;Standard;4;Rainy;Christmas Market;5;FALSCH
4434;01.12.2018;23:12:23;393;28;Other;City_7;30;FALSCH;15;Toys_Product;Toys;3;54,46628448;163,3988534;Debit Card;FALSCH;0;163,3988534;FALSCH;;;Sunny;Christmas Market;2;WAHR
4435;23.12.2022;15:25:36;49;31;Female;City_4;;WAHR;70;Toys_Product;Toys;1;54,65290769;54,65290769;Credit Card;FALSCH;0;54,65290769;FALSCH;Express;1;Rainy;None;5;WAHR
4436;06.11.2019;12:58:17;329;22;Female;City_2;54;FALSCH;89;Electronics_Product;Electronics;3;57,80145512;173,4043654;Cash;WAHR;17,34043654;156,06392886;FALSCH;;;Rainy;Black Friday;5;WAHR
4437;20.11.2020;18:09:41;356;33;Male;City_7;;WAHR;919;Food_Product;Food;1;48,52360681;48,52360681;Debit Card;WAHR;0;48,52360681;WAHR;Express;4;Rainy;Christmas Market;5;WAHR
4438;27.12.2019;07:56:31;284;29;Female;City_13;;WAHR;397;Decorations_Product;Decorations;2;67,05521626;134,1104325;Debit Card;FALSCH;0;134,1104325;WAHR;Express;1;Snowy;None;4;WAHR
4439;07.11.2018;02:03:00;25;46;Male;City_1;41;FALSCH;68;Decorations_Product;Decorations;1;64,04110451;64,04110451;Credit Card;WAHR;0;64,04110451;FALSCH;;;Snowy;Christmas Market;1;WAHR
4440;11.12.2021;13:06:45;177;32;Male;City_6;58;FALSCH;345;Food_Product;Food;2;55,07126242;110,1425248;Online Payment;FALSCH;0;110,1425248;WAHR;;;Rainy;Christmas Market;5;WAHR
4441;09.12.2018;05:53:03;11;23;Other;City_6;46;FALSCH;614;Electronics_Product;Electronics;3;97,44510628;292,3353188;Debit Card;FALSCH;29,23353188;263,10178692;FALSCH;;;Sunny;Black Friday;4;WAHR
4442;17.12.2018;19:18:55;219;59;Male;City_5;82;FALSCH;925;Electronics_Product;Electronics;4;59,58831543;238,3532617;Cash;FALSCH;0;238,3532617;FALSCH;;;Sunny;Christmas Market;4;FALSCH
4443;30.11.2022;02:06:36;169;35;Other;City_5;;WAHR;509;Clothing_Product;Clothing;3;19,39445339;58,18336016;Cash;FALSCH;0;58,18336016;WAHR;Overnight;5;Sunny;None;2;FALSCH
4444;21.12.2022;11:01:32;89;41;Other;City_2;;WAHR;340;Food_Product;Food;1;48,86164836;48,86164836;Debit Card;FALSCH;0;48,86164836;WAHR;Express;3;Rainy;Christmas Market;1;WAHR
4445;07.12.2018;17:45:49;12;58;Male;City_2;55;FALSCH;41;Toys_Product;Toys;5;68,92646829;344,6323414;Credit Card;FALSCH;0;344,6323414;FALSCH;;;Rainy;Christmas Market;2;WAHR
4446;07.12.2019;22:21:08;274;49;Other;City_13;;WAHR;359;Electronics_Product;Electronics;4;75,08413843;300,3365537;Debit Card;FALSCH;30,03365537;270,30289833;FALSCH;Overnight;1;Sunny;Black Friday;3;WAHR
4447;18.12.2019;09:27:58;238;58;Female;City_19;86;FALSCH;783;Food_Product;Food;4;19,19599969;76,78399876;Online Payment;FALSCH;7,678399876;69,105598884;FALSCH;;;Rainy;Black Friday;5;WAHR
4448;24.11.2022;05:31:03;361;26;Male;City_11;;WAHR;941;Decorations_Product;Decorations;1;84,32147616;84,32147616;Debit Card;WAHR;8,432147616;75,889328544;WAHR;Overnight;3;Rainy;Black Friday;4;FALSCH
4449;29.11.2021;19:01:12;452;62;Male;City_7;73;FALSCH;114;Food_Product;Food;4;45,95517342;183,8206937;Cash;WAHR;18,38206937;165,43862433;FALSCH;;;Sunny;Black Friday;4;WAHR
4450;13.12.2023;22:39:52;200;24;Other;City_17;43;FALSCH;745;Decorations_Product;Decorations;2;65,39973229;130,7994646;Credit Card;FALSCH;0;130,7994646;WAHR;;;Rainy;Christmas Market;2;WAHR
4451;14.11.2023;03:48:09;282;54;Male;City_13;;WAHR;500;Electronics_Product;Electronics;3;74,99722568;224,991677;Credit Card;WAHR;0;224,991677;FALSCH;Express;3;Snowy;Christmas Market;2;FALSCH
4452;29.11.2020;14:34:13;302;60;Other;City_5;46;FALSCH;303;Electronics_Product;Electronics;1;98,21179497;98,21179497;Credit Card;WAHR;9,821179497;88,390615473;WAHR;;;Snowy;Black Friday;5;WAHR
4453;23.11.2023;07:44:25;446;55;Female;City_15;22;FALSCH;709;Toys_Product;Toys;5;97,98742547;489,9371274;Credit Card;WAHR;48,99371274;440,94341466;FALSCH;;;Snowy;Black Friday;4;FALSCH
4454;15.12.2023;04:22:13;455;55;Female;City_7;;WAHR;55;Clothing_Product;Clothing;5;74,99694323;374,9847162;Cash;WAHR;0;374,9847162;WAHR;Standard;2;Snowy;Christmas Market;1;WAHR
4455;07.12.2020;02:19:11;4;19;Female;City_10;84;FALSCH;680;Electronics_Product;Electronics;3;36,59062169;109,7718651;Credit Card;WAHR;10,97718651;98,79467859;WAHR;;;Sunny;Black Friday;3;FALSCH
4456;17.12.2023;14:52:03;322;70;Female;City_9;;WAHR;141;Toys_Product;Toys;4;48,02881566;192,1152627;Credit Card;FALSCH;0;192,1152627;WAHR;Overnight;2;Snowy;Christmas Market;3;FALSCH
4457;04.11.2019;18:22:37;238;27;Male;City_13;74;FALSCH;793;Food_Product;Food;3;92,35661874;277,0698562;Cash;FALSCH;0;277,0698562;FALSCH;;;Rainy;None;5;WAHR
4458;05.11.2022;21:58:14;108;70;Other;City_2;;WAHR;773;Food_Product;Food;4;64,1014328;256,4057312;Credit Card;WAHR;0;256,4057312;FALSCH;Express;4;Sunny;None;4;WAHR
4459;06.11.2022;14:13:11;46;22;Male;City_11;77;FALSCH;861;Decorations_Product;Decorations;3;15,70895501;47,12686502;Online Payment;WAHR;0;47,12686502;WAHR;;;Snowy;None;3;FALSCH
4460;27.11.2023;14:00:30;59;47;Female;City_14;61;FALSCH;356;Decorations_Product;Decorations;1;27,38744657;27,38744657;Credit Card;FALSCH;2,738744657;24,648701913;WAHR;;;Sunny;Black Friday;5;WAHR
4461;10.11.2023;04:37:25;145;69;Female;City_20;;WAHR;441;Decorations_Product;Decorations;3;41,31953879;123,9586164;Online Payment;FALSCH;0;123,9586164;FALSCH;Express;2;Snowy;None;2;WAHR
4462;13.12.2023;09:07:25;277;33;Male;City_1;;WAHR;266;Electronics_Product;Electronics;1;30,94824032;30,94824032;Credit Card;FALSCH;3,094824032;27,853416288;FALSCH;Express;2;Sunny;Black Friday;2;FALSCH
4463;17.12.2020;07:49:56;87;36;Female;City_18;76;FALSCH;146;Decorations_Product;Decorations;4;10,5902746;42,36109842;Debit Card;WAHR;0;42,36109842;WAHR;;;Rainy;None;4;FALSCH
4464;16.11.2020;01:05:28;3;42;Male;City_12;;WAHR;307;Food_Product;Food;3;90,48325475;271,4497643;Credit Card;FALSCH;0;271,4497643;WAHR;Overnight;5;Sunny;Christmas Market;5;FALSCH
4465;27.12.2023;02:35:10;240;28;Other;City_14;;WAHR;468;Decorations_Product;Decorations;5;98,73240636;493,6620318;Debit Card;FALSCH;0;493,6620318;WAHR;Standard;5;Snowy;None;5;FALSCH
4466;30.12.2022;00:18:26;242;38;Male;City_8;;WAHR;579;Decorations_Product;Decorations;4;26,75637925;107,025517;Cash;WAHR;10,7025517;96,3229653;WAHR;Express;3;Rainy;Black Friday;1;FALSCH
4467;19.11.2023;03:03:34;259;35;Female;City_1;;WAHR;236;Food_Product;Food;2;81,79468501;163,58937;Online Payment;WAHR;16,358937;147,230433;FALSCH;Overnight;4;Snowy;Black Friday;2;FALSCH
4468;04.12.2022;20:24:23;252;67;Female;City_1;8;FALSCH;51;Clothing_Product;Clothing;4;60,53457306;242,1382922;Cash;FALSCH;24,21382922;217,92446298;FALSCH;;;Rainy;Black Friday;2;FALSCH
4469;04.12.2023;18:54:46;233;25;Female;City_15;;WAHR;683;Clothing_Product;Clothing;4;77,66532028;310,6612811;Cash;WAHR;31,06612811;279,59515299;FALSCH;Overnight;5;Rainy;Black Friday;3;WAHR
4470;12.11.2021;09:59:02;288;58;Other;City_6;;WAHR;312;Decorations_Product;Decorations;5;21,23186112;106,1593056;Cash;WAHR;0;106,1593056;FALSCH;Standard;3;Rainy;None;2;FALSCH
4471;03.12.2018;17:36:35;365;29;Female;City_6;60;FALSCH;11;Decorations_Product;Decorations;3;42,49262174;127,4778652;Cash;FALSCH;0;127,4778652;WAHR;;;Snowy;None;2;FALSCH
4472;08.12.2021;22:38:17;474;47;Female;City_20;11;FALSCH;950;Electronics_Product;Electronics;5;74,39305136;371,9652568;Credit Card;FALSCH;0;371,9652568;WAHR;;;Rainy;Christmas Market;2;FALSCH
4473;04.12.2023;22:01:26;112;22;Male;City_20;97;FALSCH;160;Electronics_Product;Electronics;1;85,30765145;85,30765145;Online Payment;FALSCH;0;85,30765145;WAHR;;;Rainy;Christmas Market;4;FALSCH
4474;02.12.2018;01:24:02;334;55;Other;City_10;63;FALSCH;139;Food_Product;Food;3;48,09814698;144,2944409;Online Payment;WAHR;0;144,2944409;WAHR;;;Sunny;None;4;FALSCH
4475;24.12.2020;11:32:57;332;70;Female;City_15;;WAHR;172;Toys_Product;Toys;2;10,92418486;21,84836972;Cash;FALSCH;0;21,84836972;WAHR;Express;2;Rainy;None;4;WAHR
4476;04.11.2019;18:14:30;379;69;Other;City_20;;WAHR;891;Electronics_Product;Electronics;5;39,294271;196,471355;Debit Card;WAHR;0;196,471355;FALSCH;Express;2;Sunny;None;5;WAHR
4477;31.12.2018;00:19:29;371;49;Other;City_3;;WAHR;849;Decorations_Product;Decorations;4;82,95715681;331,8286273;Online Payment;FALSCH;0;331,8286273;WAHR;Express;3;Snowy;None;2;FALSCH
4478;09.12.2022;08:31:12;55;48;Female;City_19;;WAHR;935;Electronics_Product;Electronics;3;49,40858269;148,2257481;Debit Card;WAHR;0;148,2257481;FALSCH;Express;5;Sunny;None;1;FALSCH
4479;15.11.2022;01:25:00;264;29;Other;City_8;35;FALSCH;86;Decorations_Product;Decorations;4;19,13988212;76,55952849;Credit Card;WAHR;0;76,55952849;FALSCH;;;Rainy;None;4;FALSCH
4480;28.11.2022;02:56:14;270;69;Other;City_19;;WAHR;388;Clothing_Product;Clothing;5;28,80718335;144,0359167;Debit Card;WAHR;14,40359167;129,63232503;WAHR;Overnight;4;Snowy;Black Friday;1;WAHR
4481;08.11.2021;09:53:45;129;31;Other;City_14;;WAHR;85;Food_Product;Food;3;34,26125586;102,7837676;Debit Card;FALSCH;0;102,7837676;WAHR;Express;2;Sunny;Christmas Market;3;WAHR
4482;04.12.2022;03:11:07;92;55;Female;City_20;;WAHR;438;Toys_Product;Toys;4;23,581059;94,32423598;Online Payment;FALSCH;0;94,32423598;WAHR;Express;3;Sunny;Christmas Market;5;FALSCH
4483;14.12.2022;09:10:38;40;40;Male;City_12;;WAHR;753;Clothing_Product;Clothing;4;60,55672542;242,2269017;Credit Card;FALSCH;0;242,2269017;WAHR;Overnight;1;Rainy;None;2;FALSCH
4484;15.11.2021;21:39:57;400;61;Male;City_9;77;FALSCH;68;Food_Product;Food;5;55,90238511;279,5119256;Cash;WAHR;0;279,5119256;WAHR;;;Rainy;Christmas Market;1;WAHR
4485;02.12.2018;06:24:01;275;60;Male;City_9;27;FALSCH;944;Clothing_Product;Clothing;4;71,15712186;284,6284874;Online Payment;FALSCH;28,46284874;256,16563866;WAHR;;;Snowy;Black Friday;1;FALSCH
4486;20.11.2019;03:24:18;176;18;Female;City_9;;WAHR;949;Decorations_Product;Decorations;4;75,22385211;300,8954085;Cash;WAHR;30,08954085;270,80586765;FALSCH;Standard;2;Rainy;Black Friday;1;WAHR
4487;20.12.2020;21:30:57;144;46;Male;City_15;;WAHR;407;Toys_Product;Toys;1;82,61833364;82,61833364;Online Payment;WAHR;0;82,61833364;FALSCH;Overnight;4;Sunny;Christmas Market;5;WAHR
4488;27.12.2020;16:43:05;142;46;Female;City_1;16;FALSCH;525;Toys_Product;Toys;5;22,04323229;110,2161614;Online Payment;FALSCH;0;110,2161614;WAHR;;;Rainy;None;2;WAHR
4489;07.11.2018;22:14:32;397;62;Female;City_20;70;FALSCH;253;Clothing_Product;Clothing;1;66,79326128;66,79326128;Credit Card;FALSCH;0;66,79326128;WAHR;;;Snowy;None;1;FALSCH
4490;03.12.2019;06:12:07;187;38;Other;City_6;41;FALSCH;616;Decorations_Product;Decorations;1;86,52259325;86,52259325;Debit Card;WAHR;0;86,52259325;WAHR;;;Sunny;Christmas Market;2;FALSCH
4491;29.12.2018;18:11:01;354;69;Other;City_1;19;FALSCH;693;Electronics_Product;Electronics;5;34,83662106;174,1831053;Debit Card;WAHR;17,41831053;156,76479477;WAHR;;;Rainy;Black Friday;4;WAHR
4492;07.11.2022;05:38:17;232;21;Female;City_7;;WAHR;145;Toys_Product;Toys;4;51,87811442;207,5124577;Credit Card;WAHR;0;207,5124577;FALSCH;Standard;2;Sunny;None;4;FALSCH
4493;21.12.2021;16:32:28;268;47;Male;City_11;;WAHR;995;Food_Product;Food;2;43,26012718;86,52025436;Credit Card;FALSCH;0;86,52025436;WAHR;Overnight;3;Sunny;None;4;FALSCH
4494;23.12.2022;13:01:29;245;47;Female;City_7;;WAHR;611;Decorations_Product;Decorations;2;81,1566712;162,3133424;Credit Card;WAHR;0;162,3133424;FALSCH;Express;2;Sunny;None;5;FALSCH
4495;04.11.2022;08:00:52;261;56;Female;City_3;;WAHR;502;Toys_Product;Toys;1;55,45202253;55,45202253;Online Payment;WAHR;0;55,45202253;WAHR;Express;4;Rainy;None;4;FALSCH
